kg,fcr
7.11,1.3610000000000098
7.12,1.3620000000000096
7.13,1.3630000000000095
7.14,1.3640000000000094
7.15,1.3650000000000093
7.16,1.3660000000000092
7.17,1.367000000000009
7.18,1.368000000000009
7.19,1.3690000000000089
7.2,1.3700000000000088
7.21,1.3710000000000087
7.22,1.3720000000000085
7.23,1.3730000000000084
7.24,1.3740000000000083
7.25,1.3750000000000082
7.26,1.376000000000008
7.27,1.377000000000008
7.28,1.3780000000000079
7.29,1.3790000000000078
7.3,1.3800000000000077
7.31,1.3810000000000076
7.32,1.3820000000000074
7.33,1.3830000000000073
7.34,1.3840000000000072
7.35,1.3850000000000071
7.36,1.386000000000007
7.37,1.387000000000007
7.38,1.3880000000000068
7.39,1.3890000000000067
7.4,1.3900000000000066
7.41,1.3910000000000065
7.42,1.3920000000000063
7.43,1.3930000000000062
7.44,1.3940000000000061
7.45,1.395000000000006
7.46,1.396000000000006
7.47,1.3970000000000058
7.48,1.3980000000000057
7.49,1.3990000000000056
7.5,1.4000000000000055
7.51,1.4010000000000054
7.52,1.4020000000000052
7.53,1.4030000000000051
7.54,1.404000000000005
7.55,1.405000000000005
7.56,1.4060000000000048
7.57,1.4070000000000047
7.58,1.4080000000000046
7.59,1.4090000000000045
7.6,1.4100000000000044
7.61,1.4110000000000043
7.62,1.4120000000000041
7.63,1.413000000000004
7.64,1.414000000000004
7.65,1.4150000000000038
7.66,1.4160000000000037
7.67,1.4170000000000036
7.68,1.4180000000000035
7.69,1.4190000000000034
7.7,1.4200000000000033
7.71,1.4210000000000031
7.72,1.422000000000003
7.73,1.423000000000003
7.74,1.4240000000000028
7.75,1.4250000000000027
7.76,1.4260000000000026
7.77,1.4270000000000025
7.78,1.4280000000000024
7.79,1.4290000000000023
7.8,1.4300000000000022
7.81,1.431000000000002
7.82,1.432000000000002
7.83,1.4330000000000018
7.84,1.4340000000000017
7.85,1.4350000000000016
7.86,1.4360000000000015
7.87,1.4370000000000014
7.88,1.4380000000000013
7.89,1.4390000000000012
7.9,1.440000000000001
7.91,1.441000000000001
7.92,1.4420000000000008
7.93,1.4430000000000007
7.94,1.4440000000000006
7.95,1.4450000000000005
7.96,1.4460000000000004
7.97,1.4470000000000003
7.98,1.4480000000000002
7.99,1.449
8,1.45
8.01,1.45
8.02,1.45
8.03,1.45
8.04,1.45
8.05,1.45
8.06,1.45
8.07,1.45
8.08,1.45
8.09,1.45
8.1,1.45
8.11,1.45
8.12,1.45
8.13,1.45
8.14,1.45
8.15,1.45
8.16,1.45
8.17,1.45
8.18,1.45
8.19,1.45
8.2,1.45
8.21,1.45
8.22,1.45
8.23,1.45
8.24,1.45
8.25,1.45
8.26,1.45
8.27,1.45
8.28,1.45
8.29,1.45
8.3,1.45
8.31,1.45
8.32,1.45
8.33,1.45
8.34,1.45
8.35,1.45
8.36,1.45
8.37,1.45
8.38,1.45
8.39,1.45
8.4,1.45
8.41,1.45
8.42,1.45
8.43,1.45
8.44,1.45
8.45,1.45
8.46,1.45
8.47,1.45
8.48,1.45
8.49,1.45
8.5,1.45
8.51,1.45
8.52,1.45
8.53,1.45
8.54,1.45
8.55,1.45
8.56,1.45
8.57,1.45
8.58,1.45
8.59,1.45
8.6,1.45
8.61,1.45
8.62,1.45
8.63,1.45
8.64,1.45
8.65,1.45
8.66,1.45
8.67,1.45
8.68,1.45
8.69,1.45
8.7,1.45
8.71,1.45
8.72,1.45
8.73,1.45
8.74,1.45
8.75,1.45
8.76,1.45
8.77,1.45
8.78,1.45
8.79,1.45
8.8,1.45
8.81,1.45
8.82,1.45
8.83,1.45
8.84,1.45
8.85,1.45
8.86,1.45
8.87,1.45
8.88,1.45
8.89,1.45
8.9,1.45
8.91,1.45
8.92,1.45
8.93,1.45
8.94,1.45
8.95,1.45
8.96,1.45
8.97,1.45
8.98,1.45
8.99,1.45
9,1.45
9.01,1.45
9.02,1.45
9.03,1.45
9.04,1.45
9.05,1.45
9.06,1.45
9.07,1.45
9.08,1.45
9.09,1.45
9.1,1.45
9.11,1.45
9.12,1.45
9.13,1.45
9.14,1.45
9.15,1.45
9.16,1.45
9.17,1.45
9.18,1.45
9.19,1.45
9.2,1.45
9.21,1.45
9.22,1.45
9.23,1.45
9.24,1.45
9.25,1.45
9.26,1.45
9.27,1.45
9.28,1.45
9.29,1.45
9.3,1.45
9.31,1.45
9.32,1.45
9.33,1.45
9.34,1.45
9.35,1.45
9.36,1.45
9.37,1.45
9.38,1.45
9.39,1.45
9.4,1.45
9.41,1.45
9.42,1.45
9.43,1.45
9.44,1.45
9.45,1.45
9.46,1.45
9.47,1.45
9.48,1.45
9.49,1.45
9.5,1.45
9.51,1.45
9.52,1.45
9.53,1.45
9.54,1.45
9.55,1.45
9.56,1.45
9.57,1.45
9.58,1.45
9.59,1.45
9.6,1.45
9.61,1.45
9.62,1.45
9.63,1.45
9.64,1.45
9.65,1.45
9.66,1.45
9.67,1.45
9.68,1.45
9.69,1.45
9.7,1.45
9.71,1.45
9.72,1.45
9.73,1.45
9.74,1.45
9.75,1.45
9.76,1.45
9.77,1.45
9.78,1.45
9.79,1.45
9.8,1.45
9.81,1.45
9.82,1.45
9.83,1.45
9.84,1.45
9.85,1.45
9.86,1.45
9.87,1.45
9.88,1.45
9.89,1.45
9.9,1.45
9.91,1.45
9.92,1.45
9.93,1.45
9.94,1.45
9.95,1.45
9.96,1.45
9.97,1.45
9.98,1.45
9.99,1.45
10,1.45
10.01,1.45
10.02,1.45
10.03,1.45
10.04,1.45
10.05,1.45
10.06,1.45
10.07,1.45
10.08,1.45
10.09,1.45
10.1,1.45
10.11,1.45
10.12,1.45
10.13,1.45
10.14,1.45
10.15,1.45
10.16,1.45
10.17,1.45
10.18,1.45
10.19,1.45
10.2,1.45
10.21,1.45
10.22,1.45
10.23,1.45
10.24,1.45
10.25,1.45
10.26,1.45
10.27,1.45
10.28,1.45
10.29,1.45
10.3,1.45
10.31,1.45
10.32,1.45
10.33,1.45
10.34,1.45
10.35,1.45
10.36,1.45
10.37,1.45
10.38,1.45
10.39,1.45
10.4,1.45
10.41,1.45
10.42,1.45
10.43,1.45
10.44,1.45
10.45,1.45
10.46,1.45
10.47,1.45
10.48,1.45
10.49,1.45
10.5,1.45
10.51,1.45
10.52,1.45
10.53,1.45
10.54,1.45
10.55,1.45
10.56,1.45
10.57,1.45
10.58,1.45
10.59,1.45
10.6,1.45
10.61,1.45
10.62,1.45
10.63,1.45
10.64,1.45
10.65,1.45
10.66,1.45
10.67,1.45
10.68,1.45
10.69,1.45
10.7,1.45
10.71,1.45
10.72,1.45
10.73,1.45
10.74,1.45
10.75,1.45
10.76,1.45
10.77,1.45
10.78,1.45
10.79,1.45
10.8,1.45
10.81,1.45
10.82,1.45
10.83,1.45
10.84,1.45
10.85,1.45
10.86,1.45
10.87,1.45
10.88,1.45
10.89,1.45
10.9,1.45
10.91,1.45
10.92,1.45
10.93,1.45
10.94,1.45
10.95,1.45
10.96,1.45
10.97,1.45
10.98,1.45
10.99,1.45
11,1.45
11.01,1.45
11.02,1.45
11.03,1.45
11.04,1.45
11.05,1.45
11.06,1.45
11.07,1.45
11.08,1.45
11.09,1.45
11.1,1.45
11.11,1.45
11.12,1.45
11.13,1.45
11.14,1.45
11.15,1.45
11.16,1.45
11.17,1.45
11.18,1.45
11.19,1.45
11.2,1.45
11.21,1.45
11.22,1.45
11.23,1.45
11.24,1.45
11.25,1.45
11.26,1.45
11.27,1.45
11.28,1.45
11.29,1.45
11.3,1.45
11.31,1.45
11.32,1.45
11.33,1.45
11.34,1.45
11.35,1.45
11.36,1.45
11.37,1.45
11.38,1.45
11.39,1.45
11.4,1.45
11.41,1.45
11.42,1.45
11.43,1.45
11.44,1.45
11.45,1.45
11.46,1.45
11.47,1.45
11.48,1.45
11.49,1.45
11.5,1.45
11.51,1.45
11.52,1.45
11.53,1.45
11.54,1.45
11.55,1.45
11.56,1.45
11.57,1.45
11.58,1.45
11.59,1.45
11.6,1.45
11.61,1.45
11.62,1.45
11.63,1.45
11.64,1.45
11.65,1.45
11.66,1.45
11.67,1.45
11.68,1.45
11.69,1.45
11.7,1.45
11.71,1.45
11.172,1.45
11.73,1.45
11.74,1.45
11.75,1.45
11.76,1.45
11.77,1.45
11.78,1.45
11.79,1.45
11.8,1.45
11.81,1.45
11.82,1.45
11.83,1.45
11.84,1.45
11.85,1.45
11.86,1.45
11.87,1.45
11.88,1.45
11.89,1.45
11.9,1.45
11.91,1.45
11.92,1.45
11.93,1.45
11.94,1.45
11.95,1.45
11.96,1.45
11.97,1.45
11.98,1.45
11.99,1.45
12,1.45
